#CharaInitParam=CHARACTER_INIT_PARAM
ID,Name,BaseRec_mp,BaseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armor,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory1,equip_Accessory2,equip_Accessory3,equip_Accessory4,equip_Accessory5,Equip_Skill_01,Equip_Skill_02,Equip_Skill_03,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,Item_01,Item_02,Item_03,Item_04,Item_05,Item_06,Item_07,Item_08,Item_09,Item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,QWC_sb,QWC_mw,QWC_cd,soulLvl,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,bodyScaleHead,bodyScaleBreast,BodyScaleAbdomen,BodyScaleArm,BodyScaleLeg,gestureid0,gestureid1,gestureid2,gestureid3,gestureid4,gestureid5,gestureid6,npcPlayerType,npcPlayerDrawType,NpcPlayerSex,vowType,VoiceType,pad1,equip_Wep_Right_GenId,equip_Subwep_Right_GenId,equip_Wep_Left_GenId,equip_Subwep_Left_GenId,equip_Helm_GenId,equip_Armor_GenId,equip_Gaunt_GenId,equip_Leg_GenId,equip_Wep_Body_GenId,SecondaryItem_01,SecondaryItem_02,SecondaryItem_03,SecondaryItem_04,SecondaryItem_05,SecondaryItem_06,SecondaryItem_07,SecondaryItem_08,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,secondaryItemNum_07,secondaryItemNum_08,pad2
1015140,,0,0,0,10000000,7040010,7040110,21280000,7040010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,7040210,7040610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015141,,0,0,0,10000000,-1,-1,21280000,-1,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015142,,0,0,0,10000000,10010010,10010110,21280000,10010010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10010210,10010610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015143,,0,0,0,10000000,10020010,10020110,21280000,10020010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10020210,10020610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015144,,0,0,0,10000000,10030010,10030110,21280000,10030010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10030210,10030610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015145,,0,0,0,10000000,10090010,10090110,21280000,10090010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10090210,10090610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015146,,0,0,0,10000000,10100010,-1,21280000,10100010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015148,,0,0,0,10000000,10140010,10140110,21280000,10140010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10140210,10140610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015149,,0,0,0,10000000,10150010,10150110,21280000,10150010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,10150210,10150610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015150,,0,0,0,10000000,10160010,-1,21280000,10160010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015151,,0,0,0,10000000,12000010,12000110,21280000,12000010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,12000210,12000610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015152,,0,0,0,10000000,12040010,-1,21280000,12040010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015153,,0,0,0,10000000,12050010,12050110,21280000,12050010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,12050210,12050610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015154,,0,0,0,10000000,12060010,-1,21280000,12060010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015155,,0,0,0,10000000,11010010,11010110,21280000,11010010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,11010210,11010610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015156,,0,0,0,10000000,11030010,-1,21280000,11030010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015157,,0,0,0,10000000,11040010,-1,21280000,11040010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015158,,0,0,0,10000000,11000010,11000110,21280000,11000010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,11000210,11000610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015159,,0,0,0,10000000,11020010,11020110,21280000,11020010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,11020210,11020610,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015160,,0,0,0,10000000,13060010,-1,21280000,13060010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015161,,0,0,0,10000000,13070010,-1,21280000,13070010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015162,,0,0,0,10000000,13080010,-1,21280000,13080010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015163,,0,0,0,10000000,13100010,-1,21280000,13100010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015164,,0,0,0,10000000,13110010,-1,21280000,13110010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015165,,0,0,0,10000000,13160010,-1,21280000,13160010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015166,,0,0,0,10000000,13170010,-1,21280000,13170010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015167,,0,0,0,10000000,13180010,-1,21280000,13180010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015168,,0,0,0,10000000,13190010,-1,21280000,13190010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015169,,0,0,0,10000000,13200010,-1,21280000,13200010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015170,,0,0,0,10000000,13050010,-1,21280000,13050010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015171,,0,0,0,10000000,13260010,-1,21280000,13260010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015172,,0,0,0,10000000,13270010,-1,21280000,13270010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015173,,0,0,0,10000000,13280010,-1,21280000,13280010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015174,,0,0,0,10000000,13290010,-1,21280000,13290010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015175,,0,0,0,10000000,13300010,-1,21280000,13300010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015176,,0,0,0,10000000,13140010,-1,21280000,13140010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015177,,0,0,0,10000000,13210010,-1,21280000,13210010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015178,,0,0,0,10000000,13220010,-1,21280000,13220010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015179,,0,0,0,10000000,13230010,-1,21280000,13230010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015180,,0,0,0,10000000,13240010,-1,21280000,13240010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015181,,0,0,0,10000000,13250010,-1,21280000,13250010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015182,,0,0,0,10000000,13400010,-1,21280000,13400010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015183,,0,0,0,10000000,13410010,-1,21280000,13410010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1015184,,0,0,0,10000000,13450010,-1,21280000,13450010,72000000,72001000,72002000,72003000,400000,404000,400200,404300,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1374000,1375000,3500000,3550000,-1,-1,165,290,310,292,294,330,341,271,272,240,9000,0,0,0,0,99,99,99,99,0,0,0,801,99,99,99,99,99,99,99,99,0,99,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
