#DecalParam=DECAL_PARAM_ST
ID,Name,TextureId0,dmyPolyID,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpEffectID,randomVariationNum0,randomVariationNum1,randomVariationNum2,randomVariationNum3,replaceTextureId_byMaterial,dmypolyCategory0,dmypolyCategory1,decalShapeType0,decalShapeType1,decalShapeType2,decalShapeType3,useDeferredDecal,usePaintDecal,targetAttackChr,targetDamageChr,targetOtherChr,targetMapObj,usePom,0x26,0x26,0x26,0x26,0x26,0x26,0x27,0x27,0x27,0x27,0x27,0x27,0x27,0x27,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHeightScale,pomSampleMin,pomSampleMax,Contrast1,TextureLengthType[0-3],TextureWidthX,TextureWidthZ,TextureLifeTime,0x58,0x5C,0x60,0x64,0x68,0x6C,TextureId1,TextureId2,TextureId3,Brightness,TextureId4,TextureId5,TextureId6,R(Diffuse),G(Diffuse),B(Diffuse),UnkNaM,R(Specular),G(Specular),B(Specular),DelayedSpawnState [ON_OFF],Contrast2,0x98,0x9C,0xA0,0xA1,0xA2,0xA3,minVal,maxVal,0xAC,0xAD,DecalSpawnDelay[sec],0xB0,0xB0,0xB0,0xB0,0xB0,IsContactPlayer,IsFormCube,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,TextureSpawnDelay[sec],pad1
8010513,[Dark Knight Beast] Frost attack (3008) -- 【ダークナイトビースト】霜 攻撃(3008),5100000,-1,0,0,-0.5,7,1.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,0,70,80,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-
8010514,,5100000,-1,0,0,-0.5,2.5,1.2,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,-15,15,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,1,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
8010520,[c1090 dead Soldier: Evil spirits] knocked back against caries -- 【c1090　亡者兵士：邪霊】叩き付け蝕,30100,-1,0,0,-0.5,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,1,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010530,The tracker (red) knocked back against attack -- 【追跡者】(赤熱)叩き付け 攻撃,5000000,-1,30,0,-0.2,6,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,5000000,210000,100000,1,100000,-1,5000000,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010531,The tracker (red) Nagi 90 degrees -- 【追跡者】(赤熱)なぎ払い 90度,5000020,-1,30,0,-0.2,6,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,90,90,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010532,The tracker (red) ground stabbing and line-catching attack -- 【追跡者】(赤熱)地面刺して線引く 攻撃,5000030,-1,0,0,-0.2,2,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,90,90,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010533,The tracker (red) Ground stab attack -- 【追跡者】(赤熱)地面刺し 攻撃,5000000,-1,0,0,-2,2,1.5,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,5000010,210000,100000,1,100000,-1,5000040,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-
8010534,The tracker (red) Horizontal Nagi attack -- 【追跡者】(赤熱)水平なぎ払い 攻撃,5000000,-1,30,0,-0.2,6,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010535,The tracker (red) Nagi-90 degrees -- 【追跡者】(赤熱)なぎ払い　-90度,5000020,-1,30,0,-0.2,6,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-90,-90,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010536,The tracker (red) Nagi (3005) -- 【追跡者】(赤熱)なぎ払い　(3005),5000020,-1,30,0,-0.2,6,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,45,45,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010537,The tracker (red) Horizontal Nagi (3025) -- 【追跡者】(赤熱)水平なぎ払い(3025),5000000,-1,30,0,-0.2,6,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010538,"The tracker (red) Horizontal Nagi (3014, 1003017) -- 【追跡者】(赤熱)水平なぎ払い(3012、1003017)",5000020,-1,0,30,-0.2,6,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-90,-90,-15,-15,-15,-15,1,8,64,1,0,1.2,0,7,0,0.01,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010539,The tracker (red) Horizontal rotation finish (1003020) -- 【追跡者】(赤熱)横回転フィニッシュ(1003020),5000000,-1,0,-20,-0.2,6,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0,0,1,8,64,1,0,1.2,0,7,1,6,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010540,[tracker] cut scene of caries large -- 【追跡者】カットシーン　蝕大,30100,-1,0,0,-0.2,20,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,1,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010541,[tracker] cut scene caries small -- 【追跡者】カットシーン　蝕小,101000,-1,0,0,-0.2,20,1.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,150,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,1,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010542,[tracker] cut scene caries foot -- 【追跡者】カットシーン　蝕足,110100,-1,0,0,-0.5,3,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010550,The tracker (red) Horizontal rotation loop (1003019) -- 【追跡者】(赤熱)横回転ループ (1003019),5000000,-1,0,45,-0.2,15,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0,0,1,8,64,1,0,1.2,0,7,0,6,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,0,0,0,0,0,0,0,1,0,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010560,The tracker (caries sword) knocked back against -- 【追跡者】(蝕剣)叩き付け,5000050,-1,30,0,-0.5,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-5,5,-5,5,-5,5,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010561,The tracker (Caries sword) Stab -- 【追跡者】(蝕剣)刺し,5000050,-1,0,0,-1,3,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,150,-180,180,-15,15,-15,15,1,8,64,1,0,1,1,10,1,8,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010562,The tracker (Caries Sword) -- 【追跡者】(蝕剣)なぎ,5000050,-1,0,0,-0.5,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-20,20,-15,15,-15,15,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010563,The tracker (Caries sword) continuous lull -- 【追跡者】(蝕剣)連続なぎ,5000050,-1,0,0,-0.5,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-20,20,-15,15,-15,15,1,8,64,1,0,1,1,10,1,8,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010564,The tracker (caries sword) Continuous stab -- 【追跡者】(蝕剣)連続刺し,5000050,-1,0,0,-1,3,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-180,180,-15,15,-15,15,1,8,64,1,0,1,1,10,1,5,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010565,The tracker (caries sword) knocked back against -- 【追跡者】(蝕剣)叩き付け,5000050,-1,85,0,-1,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,0,0,0,0,0,0,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010566,The tracker (Caries Sword) -- 【追跡者】(蝕剣),5000050,-1,0,0,-0.5,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-20,20,-15,15,-15,15,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010567,The tracker (Caries Sword) -- 【追跡者】(蝕剣),5000050,-1,0,0,-0.5,8,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-20,20,-15,15,-15,15,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,9900000,1,9900000,-1,-1,100,100,100,0,32,28,40,1,0.7,20,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
8010570,[Full Armor Beast] Frost -- 【フルアーマー獣】霜,5100000,-1,0,0,-1,5,2.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,-15,15,1,8,64,1,2,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-
8010571,[Full Armor Beast] Frost attack -- 【フルアーマー獣】霜 攻撃,5100000,-1,0,0,-0.5,7,1.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,70,80,1,8,64,1,0,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-
8010572,[Full Armor Beast] Frost attack (knocked back against) -- 【フルアーマー獣】霜 攻撃（叩き付け）,5100000,-1,0,0,-1,9,2.5,3.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,-15,15,1,8,64,1,2,1,1,10,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
8010573,,5100000,-1,-80,-80,-0.5,12,1.5,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,70,80,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,170,200,255,0,30,30,30,1,0.2,5,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-
8010580,[Ojo 3] Bleeding -- 【ヘルカイト（王城3）】出血,100000,-1,-30,180,-2,30,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,13,1,2,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010590,[Dead Wax] wax bullet (floor) -- 【蝋の死人】蝋弾(床),30100,-1,0,0,-0.5,10,1.5,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,9900000,1,9900000,-1,-1,180,170,168,0,30,30,30,1,0.7,40,20,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
8010591,[Dead Wax] wax bullet (for character) -- 【蝋の死人】蝋弾(対キャラ用),30100,-1,50,-45,-0.5,10,0.6,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,200,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,9900000,1,9900000,-1,-1,180,170,168,0,30,30,30,1,0.7,40,20,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
8010600,[Hel Kite] at the time of erosion SAG appearance -- 【ヘルカイト】蝕垂れ 登場時,30100,-1,0,0,-1,10,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-180,180,-50,50,-50,50,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,0.7,0,10,0,0,0,0,1,10,100,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010601,[Hellfire Kite] dripping drip -- 【ヘルカイト】蝕垂れ ポタポタ,101000,-1,0,0,-0.2,10,2.5,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,-180,180,-30,30,-30,30,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,200,100,100,0,255,100,100,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
8010602,[Hel Kite] at the time of Eclipse appearance -- 【ヘルカイト】蝕体つき 登場時,30100,-1,0,0,-1,5,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,0.7,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010603,[Hel kite] erosion appearance at the time of the ceiling -- 【ヘルカイト】蝕垂れ 登場時 天井向き,30100,-1,180,0,-1,10,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-180,180,-50,50,-50,50,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,0.7,0,10,0,0,0,0,1,10,100,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010610,,30100,-1,0,0,-0.5,3,1.5,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,1,1,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
8010611,,30100,-1,0,0,-0.5,3,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,255,100,100,0,1,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010620,,5000000,-1,0,0,0,30,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,-15,-15,-15,-15,1,8,64,1,0,1.2,0,0.2,1,1,-1,-1,-1,0,5000010,210000,100000,1,100000,-1,5000040,0,0,0,0,0,0,0,1,0,0.5,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,-
8010630,,100000,-1,0,0,-0.5,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,1,8,64,2,0,0,0,0,1,1,-1,-1,-1,0,5200000,100000,9900000,1,100000,-1,-1,6,2,2,0,150,100,100,1,0.75,300,10,0,0,1,0,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
8010631,,100000,-1,0,0,-0.5,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200,200,45,45,0,0,0,0,1,8,64,2,0,0,0,0,0,5,-1,-1,-1,0,100001,100000,9900000,1,100000,-1,-1,6,2,2,0,150,100,100,1,0.75,300,10,0,0,1,0,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
8010632,,30100,-1,0,0,-0.5,3,1.5,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,150,100,100,1,0.75,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
