#HitEffectSeParam=HIT_EFFECT_SE_PARAM_ST
ID,Name,H00_HitEffectSeId0,H00_HitEffectSeId1,H00_HitEffectSeId2,H00_HitEffectSeId3,H00_HitEffectSeId4,H00_HitEffectSeId5,H00_HitEffectSeId6,H00_HitEffectSeId7,H01_HitEffectSeId0,H01_HitEffectSeId1,H01_HitEffectSeId2,H01_HitEffectSeId3,H01_HitEffectSeId4,H01_HitEffectSeId5,H01_HitEffectSeId6,H01_HitEffectSeId7,H02_HitEffectSeId0,H02_HitEffectSeId1,H02_HitEffectSeId2,H02_HitEffectSeId3,H02_HitEffectSeId4,H02_HitEffectSeId5,H02_HitEffectSeId6,H02_HitEffectSeId7,H03_HitEffectSeId0,H03_HitEffectSeId1,H03_HitEffectSeId2,H03_HitEffectSeId3,H03_HitEffectSeId4,H03_HitEffectSeId5,H03_HitEffectSeId6,H03_HitEffectSeId7,H04_HitEffectSeId0,H04_HitEffectSeId1,H04_HitEffectSeId2,H04_HitEffectSeId3,H04_HitEffectSeId4,H04_HitEffectSeId5,H04_HitEffectSeId6,H04_HitEffectSeId7,H05_HitEffectSeId0,H05_HitEffectSeId1,H05_HitEffectSeId2,H05_HitEffectSeId3,H05_HitEffectSeId4,H05_HitEffectSeId5,H05_HitEffectSeId6,H05_HitEffectSeId7,H06_HitEffectSeId0,H06_HitEffectSeId1,H06_HitEffectSeId2,H06_HitEffectSeId3,H06_HitEffectSeId4,H06_HitEffectSeId5,H06_HitEffectSeId6,H06_HitEffectSeId7,H07_HitEffectSeId0,H07_HitEffectSeId1,H07_HitEffectSeId2,H07_HitEffectSeId3,H07_HitEffectSeId4,H07_HitEffectSeId5,H07_HitEffectSeId6,H07_HitEffectSeId7,H08_HitEffectSeId0,H08_HitEffectSeId1,H08_HitEffectSeId2,H08_HitEffectSeId3,H08_HitEffectSeId4,H08_HitEffectSeId5,H08_HitEffectSeId6,H08_HitEffectSeId7,H09_HitEffectSeId0,H09_HitEffectSeId1,H09_HitEffectSeId2,H09_HitEffectSeId3,H09_HitEffectSeId4,H09_HitEffectSeId5,H09_HitEffectSeId6,H09_HitEffectSeId7,H10_HitEffectSeId0,H10_HitEffectSeId1,H10_HitEffectSeId2,H10_HitEffectSeId3,H10_HitEffectSeId4,H10_HitEffectSeId5,H10_HitEffectSeId6,H10_HitEffectSeId7,H11_HitEffectSeId0,H11_HitEffectSeId1,H11_HitEffectSeId2,H11_HitEffectSeId3,H11_HitEffectSeId4,H11_HitEffectSeId5,H11_HitEffectSeId6,H11_HitEffectSeId7,H12_HitEffectSeId0,H12_HitEffectSeId1,H12_HitEffectSeId2,H12_HitEffectSeId3,H12_HitEffectSeId4,H12_HitEffectSeId5,H12_HitEffectSeId6,H12_HitEffectSeId7,H13_HitEffectSeId0,H13_HitEffectSeId1,H13_HitEffectSeId2,H13_HitEffectSeId3,H13_HitEffectSeId4,H13_HitEffectSeId5,H13_HitEffectSeId6,H13_HitEffectSeId7,H14_HitEffectSeId0,H14_HitEffectSeId1,H14_HitEffectSeId2,H14_HitEffectSeId3,H14_HitEffectSeId4,H14_HitEffectSeId5,H14_HitEffectSeId6,H14_HitEffectSeId7,H15_HitEffectSeId0,H15_HitEffectSeId1,H15_HitEffectSeId2,H15_HitEffectSeId3,H15_HitEffectSeId4,H15_HitEffectSeId5,H15_HitEffectSeId6,H15_HitEffectSeId7,H16_HitEffectSeId0,H16_HitEffectSeId1,H16_HitEffectSeId2,H16_HitEffectSeId3,H16_HitEffectSeId4,H16_HitEffectSeId5,H16_HitEffectSeId6,H16_HitEffectSeId7,H17_HitEffectSeId0,H17_HitEffectSeId1,H17_HitEffectSeId2,H17_HitEffectSeId3,H17_HitEffectSeId4,H17_HitEffectSeId5,H17_HitEffectSeId6,H17_HitEffectSeId7,H18_HitEffectSeId0,H18_HitEffectSeId1,H18_HitEffectSeId2,H18_HitEffectSeId3,H18_HitEffectSeId4,H18_HitEffectSeId5,H18_HitEffectSeId6,H18_HitEffectSeId7,H19_HitEffectSeId0,H19_HitEffectSeId1,H19_HitEffectSeId2,H19_HitEffectSeId3,H19_HitEffectSeId4,H19_HitEffectSeId5,H19_HitEffectSeId6,H19_HitEffectSeId7
69,Ash -- 灰,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Lava -- 溶岩,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Evil -- 死霊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Crystal -- 結晶,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Bone -- 骨,74,1074,1074,10074,11074,11074,20074,21074,21074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,3010074,3011074,3011074,3010074,3011074,3011074,3010074,3011074,3011074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,74,1074,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Flame -- 炎,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Rock -- 岩,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Shield Stone -- 盾石,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,75,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Tree -- 木,78,1078,1078,78,1078,1078,78,1078,1078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Heavy Iron Shield -- 盾重鉄,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,79,1079,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Ghost Enemy Black -- ゴースト敵ブラック,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,100000081,100001081,100001081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,100000082,100001082,100001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,80,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Drool -- よだれ,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Ghost Enemy Black (for guard) -- ゴースト敵ブラック(ガード時用),85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,85,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Without -- なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Penetration -- 眼光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Caries -- 蝕,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,91,1091,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Maggots -- うじ,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Charcoal -- 炭,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,93,1093,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Bugs -- 虫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Fluid -- 体液,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
