#NpcThinkParam=NPC_THINK_PARAM_ST
ID,Name,logicId,battleGoalId,nearDist,midDist,farDist,OutDist,BackHomeLife_OnHitEneWal,goalID_ToCaution,idAttackCannotMove,goalID_toFind,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,ear_dist,ear_soundcutDist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SightTargetForgetTime,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,teamAttackEffectivity,eye_angX,eye_angY,State0,State1,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttrDoAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_EdgeOrdinary,enableNaviFlg_reserve0,enableNaviFlagReserve,eyeDist_ForDark,battleStartDist_forDark,eyeDist_ForPitchDark,battleStartDist_forPitchDark,platoonReplyTime,platoonReplyAddRandomTime,eye_BackOffsetDist,eye_BeginDist,targetArriveDist,pointArriveDist,changeStateAction_ToFind,changeStateAction_ToCaution,changeStateAction_ToBattle,goalAction_ToDisappear,disableLocalSteering,actTypeOnFailedPath,interestCategory,goalAction_ToInterest,Unk1,ear_angX,ear_angY,changeStateAction_ToInterest,changeStateAction_ToNormal,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,pad
28100,,10000,28100,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28200,,10000,28200,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28300,,10000,28300,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28400,,10000,28400,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28600,,10000,28600,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28700,,10000,28700,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28701,,10000,28700,0,0,0,0,5,8,36,0.1,0,0,20,4,0,0,29,29,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28800,,10000,28800,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28900,,10000,28900,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29000,,10000,29000,0,0,0,0,5,8,36,0.1,0,0,40,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29100,,10000,29100,0,0,0,0,5,8,36,0.1,0,0,40,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29200,,10000,29200,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29220,,20100,29200,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
29240,,10000,29200,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29241,,10000,29200,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29340,,10000,29300,0,0,0,0,0,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29341,,10000,29300,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29440,,10000,29400,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
29540,,10000,29500,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
90390,Dungeon Objects (for bullet owners) -- 地下牢 器オブジェ（弾丸オーナー用）,10000,11000,0,0,0,0,0,8,0,9999,-1,-1,9999,0,0,9999,9999,9999,9999,9999,9999,9999,0,16448,9999,0,0,100,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,-
93800,,10000,11000,0,0,0,0,0,8,0,9999,-1,-1,9999,0,0,9999,9999,9999,9999,9999,9999,9999,0,16448,9999,0,0,100,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,-
107000,Skeleton (King of the Evil Kin) -- スケルトン（死霊の王 眷属）,10000,107000,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,200,23,23,15,1,7,12,0,16448,200,0,0,100,34,120,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107001,Skeleton (song sword) -- スケルトン（曲剣）,10000,107001,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107002,Skeleton (Sword) -- スケルトン（大曲剣）,10000,107002,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107003,Skeleton (bow) -- スケルトン（弓）,10000,107003,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,30,0,0,100,34,120,80,0,0,0,50,100,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107004,Skeleton (song sword) * Always running -- スケルトン（曲剣）※必ず走る,10000,107004,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,100,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107005,Skeleton (Sword) * Always running -- スケルトン（大曲剣）※必ず走る,10000,107005,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,100,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107006,Skeleton (Flame vase) -- スケルトン（火炎壺）,10000,107006,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,2,-
107021,,10000,107001,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,30,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107022,,10000,107002,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,30,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107023,,10000,107003,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,30,0,0,100,34,120,60,0,0,0,50,100,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107024,,10000,107004,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,100,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107025,,10000,107005,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,100,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107026,,10000,107008,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,30,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107027,,10000,107007,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,30,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107028,,10000,107009,0,0,0,0,5,8,3000,0.1,-1,0,32,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,30,0,0,0,50,100,0,0,1,2,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,2,-
107029,,10030,107010,0,0,0,0,5,3,3000,0.1,-1,0,3,0,0,0,100,50,50,1,7,12,0,16448,3,0,0,100,34,30,15,0,0,0,50,100,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.5,-
107033,,10000,107003,0,0,0,0,5,2.5,3000,0.1,-1,0,30,0,0,0,100,50,50,1,7,12,0,16256,30,0,0,100,34,120,60,0,0,0,50,100,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,1,-
107081,Skeleton (Sword for suspension bridge) -- スケルトン（吊り橋用 剣）,10000,107004,0,0,0,0,5,8,3000,0.1,-1,0,999,0,0,200,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,3,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,0,2,-
107082,Skeleton (torch for suspension bridge) -- スケルトン（吊り橋用 松明）,10000,107005,0,0,0,0,5,8,3000,0.1,-1,0,999,0,0,200,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,3,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,0,2,-
107090,,10000,107001,0,0,0,0,5,8,3000,0.1,-1,0,999,0,0,200,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107091,,10000,107002,0,0,0,0,5,8,3000,0.1,-1,0,999,0,0,200,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107092,,10000,107008,0,0,0,0,5,8,3000,0.1,-1,0,999,0,0,200,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107093,,10000,107008,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107094,,10000,107007,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,2,-
107095,,10000,107009,0,0,0,0,5,8,3000,0.1,-1,0,40,0,0,0,100,50,50,1,7,12,0,16448,15,0,0,100,34,30,80,0,0,0,50,100,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,2,-
107096,,10030,107010,0,0,0,0,5,0.5,3000,0.1,-1,0,2,0,0,0,100,50,50,1,7,12,0,16128,2,0,0,100,34,30,80,0,0,0,50,100,0,0,5,5,1,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,0,0,0,0,0,0.5,-
107126,,10000,107008,0,0,0,0,5,8,3000,0.1,-1,0,24,0,0,50,100,100,100,1,7,12,0,16448,4,0,0,100,34,30,30,0,0,0,50,100,0,0,2,2,1,0,0,1,1,1,0,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
109000,Dead Soldier: Segunda State -- 亡者兵士 ：グンダ状態,10000,109000,0,0,0,0,5,3,3000,0.1,0,0,15,0,0,0,30,12,6,1,5,10,0,16320,15,0,0,100,45,25,30,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,1.5,-
109010,,10000,109010,0,0,0,0,5,3,3000,0.1,0,0,15,0,0,0,30,12,6,1,5,10,0,16320,15,0,0,100,45,25,150,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,1.5,-
110000,Dead Soldier (Straight Sword + shield) -- 亡者兵士 （直剣＋盾）,10000,110000,0,0,0,0,5,8,3000,0.1,0,0,15,9910,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110001,Dead Soldier (Straight Sword + shield): Oil pot possible -- 亡者兵士 （直剣＋盾）：油壺可能,10000,110000,0,0,0,0,5,8,3000,0.1,0,0,15,9910,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110003,Dead Soldier (Straight Sword + shield): Flame bottle possible -- 亡者兵士 （直剣＋盾）：火炎瓶可能,10000,110000,0,0,0,0,5,8,3000,0.1,0,0,15,9910,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,40,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110004,Dead Soldier (Straight Sword + shield): Love Molotov cocktails -- 亡者兵士 （直剣＋盾）：火炎瓶大好き,10000,110000,0,0,0,0,5,8,3000,0.1,0,0,25,9910,0,0,75,50,6,1,7,12,0,16448,25,0,0,100,30,45,30,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110005,Dead Soldier (Straight sword only) -- 亡者兵士 （直剣のみ）,10000,110005,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110006,Dead Soldier (Straight sword only): Love Molotov cocktails -- 亡者兵士 （直剣のみ）：火炎瓶大好き,10000,110005,0,0,0,0,5,8,3000,0.1,0,0,25,0,0,0,75,50,6,1,7,12,0,16448,25,0,0,100,30,45,30,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110007,Dead Soldier (Straight sword only): Flame bottle possible -- 亡者兵士 （直剣のみ）：火炎瓶可能,10000,110005,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,40,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110008,Dead Soldier (Straight sword only): Oil pot possible -- 亡者兵士 （直剣のみ）：油壷可能,10000,110005,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,40,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110009,,10000,110005,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110010,Dead soldier (Spear + large shield) -- 亡者兵士 （槍＋大盾）,10000,110010,0,0,0,0,5,8,3000,0.1,0,0,15,9910,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110020,Dead Soldier (Crossbow) -- 亡者兵士 （クロスボウ）,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,30,0,0,0,75,50,6,1,7,12,0,16448,30,0,0,100,30,25,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110021,,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,30,0,0,0,75,50,6,1,7,12,0,16448,30,0,0,100,30,45,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110022,,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,30,0,0,0,75,50,6,1,7,12,0,16448,30,0,0,100,30,25,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1,0,2,-
110023,,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,50,0,0,0,75,50,6,1,7,12,0,16448,50,0,0,100,30,45,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110024,,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,30,0,0,0,75,50,6,1,7,12,0,16448,30,0,0,100,30,25,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110025,,10000,110020,0,0,0,0,5,8,3000,0.1,0,0,30,0,0,0,75,50,6,1,7,12,0,16448,30,0,0,100,30,25,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,2,-
110030,Dead Soldier (Lantern) -- 亡者兵士 （ランタン）,10000,110030,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110050,Dead Soldier (broken) -- 亡者兵士 （折れ直）,10000,110050,0,0,0,0,5,8,3000,0.1,0,0,15,0,0,0,75,50,6,1,7,12,0,16448,15,0,0,100,30,25,30,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,1,0,2,-
110051,,10000,110050,0,0,0,0,5,8,3000,0.1,0,0,2,0,0,1,75,50,6,1,7,12,0,16448,1,0,0,100,30,25,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,-,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,2,-
